,Meal_id,Name,Catagory,Description,Veg_non,Nutrient,Diet,Diabeties,Heart_Disease,Hypertension
255,meal_id265 ,arbi kofta with mint yogurt dip                                               ,dip         ,"arbi/colocasia roots, water chestnut flour (kuttu ka aata), green chili, ginger, carom seeds, rock salt, oil, mint, curd, cucumber, pomegranate                                                                                                                                                                                                                                                                                                                                                                                                                       ",veg     ,calcium       ,low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet                                                                                                     ,1,0,1
256,meal_id266 ,puffed rice squares                                                           ,rice        ,"puffed rice, nuts, honey, jaggery, butter, kewda to flavor, cardamom powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",veg     ,carbohydrates ,high_protien_diet vegan_diet dash_diet ketogenic_diet                                                                                                                                   ,1,0,0
257,meal_id257 ,ragi oats ladoo (laddu)                                                       ,ladoo       ,"ragi flour, oats flour, dates (ripe), milk, honey, ghee, green cardamom powder, white sesame seeds, coconut powder, cashew nuts                                                                                                                                                                                                                                                                                                                                                                                                                                       ",veg     ,vitamin_e     ,high_protien_diet dash_diet gluten_free_diet                                                                                                                                            ,0,0,1
258,meal_id259 ,ragi coconut ladoo (laddu)                                                    ,ladoo       ,"finger millet flour (ragi), jaggery, peanuts, coconut, salt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",veg     ,chloride      ,paleo_diet ketogenic_diet high_fiber_diet gluten_free_diet dash_diet                                                                                                                    ,0,0,1
259,meal_id267 ,red velvet banana pudding                                                     ,pudding     ,"one can of sweetened condensed milk, ice cold water, instant vanilla pudding mix, cream cheese (softened and cut into 8 pieces), heavy cream, one 9 x 13 inch layer of red velvet cakcake, ripe bananas, mini chocolate chips, sugar, cocoa, cake flour, baking soda, salt, butter (room temp cut into 1 inch pieces), eggs, milk, sour cream, cider vinegar, vanilla extract, red food coloring, all-purpose flour, milk, unsalted butter (room temperature), sugar, vanilla extract                                                                                 ",veg     ,calcium       ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                                                                        ,1,0,1
260,meal_id48  ,almond and chicken momos (without shell)                                      ,chicken     ,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)                                                                                                                                                                                                                                                                                                                                                                                                                ",non-veg ,calcium       ,low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                        ,0,0,1
261,meal_id213 ,berry parfait hazelnut white chocolate sable                                  ,chocolate   ,"for berry parfait:, egg yolk, caster sugar, berry puree, cream cheese, double cream, for hazelnut streusel:, ground hazelnut, flour, caster sugar, butter, for hazelnut white chocolate pressed sable:, hazelnut streusel, cocoa butter, puffed rice, clarified butter, melted white chocolate, for flexy berry:, raspberry puree, sugar, liquid glucose, pectin                                                                                                                                                                                                      ",veg     ,vitamin_a     ,low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet                                                                                                    ,0,1,1
262,meal_id51  ,christmas chocolate fudge cookies                                             ,cookie      ,"unsalted butter, brown sugar, chocolate, chocolate chips, eggs, flour, cocoa powder, baking powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
263,meal_id7   ,chocolate nero cookies                                                        ,cookie      ,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar                                                                                                                                                                                                                                                                                                                                                                                                                                              ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
264,meal_id53  ,chocolate appo                                                                ,chocolate   ,"rice, coconut, baking powder, vanilla extract, cinnamon powder, brown sugar, unsweetened cocoa powder, salt, chocolate chips, butter                                                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
265,meal_id15  ,almond and cranberry poha                                                     ,poha        ,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,iron          ,gluten_free_diet vegan_diet low_fat_diet high_fiber_diet                                                                                                                                ,0,0,1
266,meal_id17  ,baked namakpara with roasted almond dip                                       ,dip         ,"almonds (crushed), tomato, garlic cloves, basil sprig, lemon, salt, pepper, for namak para:, refined flour, sugar, salt, olive oil, water                                                                                                                                                                                                                                                                                                                                                                                                                             ",veg     ,calcium       ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                 ,0,0,1
267,meal_id184 ,vegetable bruschetta                                                          ,bruschetta  ,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese                                                                                                                                                                                                                                                                                                                                              ",veg     ,calcium       ,low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                               ,0,1,0
268,meal_id271 ,californian breakfast benedict                                                ,sauce       ,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce                                                                                                                                                                                                                                                                                                                                                                                                                                   ",veg     ,protien       ,high_protien_diet                                                                                                                                                                       ,0,0,1
269,meal_id272 ,chocolate marquise                                                            ,chocolate   ,"dark chocolate (melted), castor sugar, egg yolk, egg, cocoa powder, coffee, cream, berries, dark chocolate, fresh cream                                                                                                                                                                                                                                                                                                                                                                                                                                               ",veg     ,vitamin_a     ,high_fiber_diet ketogenic_diet                                                                                                                                                          ,0,1,1
270,meal_id273 ,corn &amp; jalapeno poppers                                                   ,corn        ,"fresh corn kernels, corn flour, whole egg, cheddar cheese, jalapeno poppers, smoked paprika, coriander (toasted & ground), green onions, fresh cilantro, lemon (zest and juice), cooking oil                                                                                                                                                                                                                                                                                                                                                                          ",veg     ,iron          ,low_fat_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                                                              ,1,0,0
271,meal_id274 ,banana phirni tartlets with fresh strawberries                                ,banana      ,"basmati rice (soaked in water), milk, cardamom powder, milk, saffron, sugar, banana, fresh strawberries, plain flour, butter (chilled), castor sugar, egg yolk, chilled water                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,vitamin_c     ,alkaline_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                                                                                                    ,1,1,1
272,meal_id25  ,cashew nut cookies                                                            ,cookie      ,"Cashew Paste, Ghee, Sugar, Flax or Chia Seeds, Baking Soda, Baking Powder, Vanilla, Oats, Maida Organic                                                                                                                                                                                                                                                                                                                                                                                                                                                               ",veg     ,protien       ,high_protien_diet vegan_diet dash_diet ketogenic_diet                                                                                                                                   ,0,0,1
273,meal_id207 ,spiced almond banana jaggery cake                                             ,cake        ,"Butter, cinnamon jaggery powder, nutmeg (ground), almonds, sugar, eggs, orange peel, banana, flour, baking soda, baking powder, salt, buttermilk, ground cinnamon                                                                                                                                                                                                                                                                                                                                                                                                     ",veg     ,potassium     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet gluten_free_diet                                                                                                   ,0,0,1
274,meal_id276 ,apple and pear cake                                                           ,cake        ,"Core, peeled and sliced apple, core, peeled and sliced pear, caster sugar, vanilla essence, sunflower oil, eggs, flour, milk, baking powder, milk, cinnamon stick, egg yolk, caster sugar                                                                                                                                                                                                                                                                                                                                                                             ",veg     ,potassium     ,high_protien_diet low_fat_diet high_fiber_diet ketogenic_diet                                                                                                                           ,1,0,0
275,meal_id277 ,microwave chocolate cake                                                      ,cake        ,"Flour, caster or powdered sugar, oil, butter or margarine, cocoa powder, water, vanilla essence, baking soda, baking powder, salt, egg                                                                                                                                                                                                                                                                                                                                                                                                                                ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
276,meal_id278 ,white chocolate and lemon pastry                                              ,chocolate   ,"White chocolate, fresh cream, whipped cream, vanilla bean, vanilla extract, cream cheese, gelatin, lemon, egg yolks, butter, caster sugar                                                                                                                                                                                                                                                                                                                                                                                                                             ",veg     ,magnesium     ,low_fat_diet omni_diet ketogenic_diet high_fiber_diet hormone_diet high_protien_diet                                                                                                    ,0,1,1
277,meal_id85  ,garlic and pinenut soup with burnt butter essence                             ,soup        ,"garlic cloves, almonds (whole), parsley, bayleaf, chicken broth, nutmeg, egg yolk, heavy cream, white bread slices, butter, salt, pepper, white wine                                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet dash_diet type_a_diet                                                                                                         ,1,1,1
278,meal_id3   ,sweet chilli almonds                                                          ,chilli      ,"almonds whole, egg white, curry leaves, salt, sugar (fine grain), red chilli powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",veg     ,vitamin_a     ,alkaline_diet low_fat_diet paleo_diet Mediterranean_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet                                                                    ,0,1,1
279,meal_id48  ,almond and chicken momos (without shell)                                      ,chicken     ,"chicken mince, garlic, carrots, spring onion, ginger, soya sauce, oyster sauce, sesame oil, pepper powder, egg, almonds (blanched), oil (for greasing)                                                                                                                                                                                                                                                                                                                                                                                                                ",non-veg ,calcium       ,low_fat_diet low_carb_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                        ,0,0,1
280,meal_id137 ,portugese fish stew                                                           ,fish        ,"sole fillet (you can also do 2/3 types of fish), large shrimps (optional), potatoes (peeled), onions (cut into slices), garlic cloves, red capsicum (can use green also), parsley or coriander (choose the herb that most suits your taste buds), few dashes of hot sauce, paprika, olive oil, white wine, rock salt                                                                                                                                                                                                                                                  ",non-veg ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,1,1,1
281,meal_id7   ,chocolate nero cookies                                                        ,cookie      ,"almonds, eggs, granulated sugar, bittersweet chocolate, unsalted butter, flour, baking powder, castor sugar, icing sugar                                                                                                                                                                                                                                                                                                                                                                                                                                              ",veg     ,magnesium     ,high_protien_diet high_fiber_diet ketogenic_diet                                                                                                                                        ,0,1,1
282,meal_id9   ,cream of almond soup                                                          ,soup        ,"vegetable stock, skimmed milk, toasted almonds (powdered), butter, flour, salt and pepper, nutmeg, almond essence, toasted almond flakes                                                                                                                                                                                                                                                                                                                                                                                                                              ",veg     ,calcium       ,alkaline_diet low_fat_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet                                                                                                 ,0,0,1
283,meal_id10  ,broccoli and almond soup                                                      ,soup        ,"vegetable stock, broccoli, ground almonds (toasted), skimmed milk, salt, freshly ground black pepper                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",veg     ,vitamin_c     ,alkaline_diet ketogenic_diet gluten_free_diet vegan_diet high_protien_diet dash_diet                                                                                                    ,1,0,1
284,meal_id12  ,lemon honey glazed sous vide corn on the cob                                  ,corn        ,"young corn on the cob, honey, lemon juice, garlic cloves (smashed), celery stalk, chives, carrot, salt, paprika powder, parsley, plastic bag, food thermometer                                                                                                                                                                                                                                                                                                                                                                                                        ",non-veg ,protien       ,low_fat_diet gluten_free_diet high_fiber_diet high_protien_diet dash_diet                                                                                                               ,1,0,0
285,meal_id54  ,sous-vide salmon tikka                                                        ,tikka       ,"norwegian salmon, black garlic pickle, butter, butchery bag, smoked yogurt, home made prawn crisp, edible flower, salt                                                                                                                                                                                                                                                                                                                                                                                                                                                ",non-veg ,calcium       ,high_protien_diet vegan_diet low_fat_diet ketogenic_diet                                                                                                                                ,1,1,1
286,meal_id87  ,roasted spring chicken with root veggies                                      ,chicken     ,"whole chicken, thyme, garlic, lemon, orange, salt, black pepper, butter (to rub), extra olive oil, carrot, turnip, beetroot, chipotle powder, parsley                                                                                                                                                                                                                                                                                                                                                                                                                 ",non-veg ,iron          ,alkaline_diet low_fat_diet low_carb_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet type_a_diet                                                           ,0,0,1
287,meal_id215 ,mixed vegetable soup                                                          ,soup        ,"Mix Vegetables (Tomatoes, Carrots, Peas and French Beans), Salt, Cumin Powder, Oil, Curry Leaves                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",veg     ,sodium        ,alkaline_diet low_fat_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                                                      ,1,1,0
288,meal_id11  ,coconut lime quinoa salad                                                     ,salad       ,"uncooked quinoa, water, red onion, cucumber (diced), purple cabbage, avocado (ripened and diced), orange, shelled edamame (defrosted), unsweetened toasted coconut flakes, almonds, few shakes of black pepper, for the dressing:, orange juice, lime (juiced), apple cider vinegar, olive oil                                                                                                                                                                                                                                                                        ",veg     ,fiber         ,alkaline_diet low_fat_diet paleo_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                            ,0,0,1
289,meal_id15  ,almond and cranberry poha                                                     ,poha        ,"almond flakes, onion, poha, cranberries (frozen/ dried), salt, oil, curry leaves, green chilies, fresh coconut                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,iron          ,gluten_free_diet vegan_diet low_fat_diet high_fiber_diet                                                                                                                                ,0,0,1
290,meal_id19  ,baked shankarpali recipe                                                      ,shankarpali ,"whole wheat flour (atta), refined flour (maida), garlic cloves (crushed), salt, red chilli powder, chaat masala, cumin powder, tomato puree, ghee                                                                                                                                                                                                                                                                                                                                                                                                                     ",veg     ,carbohydrates ,alkaline_diet low_fat_diet low_sodium_diet high_fiber_diet high_protien_diet                                                                                                            ,1,0,0
291,meal_id25  ,cashew nut cookies                                                            ,cookie      ,"cashew paste, ghee, khaand (a sweetening agent and a healthier substitute of sugar), flax or chia seeds, plain yogurt, baking soda, baking powder, vanilla, oats, organic all-purpose flour                                                                                                                                                                                                                                                                                                                                                                           ",veg     ,protien       ,high_protien_diet vegan_diet dash_diet ketogenic_diet                                                                                                                                   ,0,0,1
292,meal_id27  ,hawaiin papaya salad                                                          ,salad       ,"papaya, fresh lime (juiced), watermelon balls or small squares (seedless), fresh pineapple chunks, coconut (unsweetened), vanilla flavoured yogurt (low fat)                                                                                                                                                                                                                                                                                                                                                                                                          ",veg     ,fiber         ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet                                                                                             ,0,0,1
293,meal_id28  ,vegetable som tam salad                                                       ,salad       ,"raw papaya, carrot, french bean diamond, cherry tomato, garlic, crush mix chilli, somtam dressing, peanuts (crushed), peanuts                                                                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,fiber         ,low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                               ,0,1,1
294,meal_id184 ,vegetable bruschetta                                                          ,bruschetta  ,"baguette (grilled slices), black olive tapenade, artichoke hearts, lettuce arugula (trummed), tomato confit, fresh basil leaves, mint leaves, zucchini, goat cheese, parmesan cheese shavings, mozzarella buffalo cheese                                                                                                                                                                                                                                                                                                                                              ",veg     ,calcium       ,low_fat_diet ketogenic_diet low_sodium_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet                                                                               ,0,1,0
295,meal_id185 ,red wine braised mushroom flatbread                                           ,wine        ,"olive oil, fresh buffalo mozzarella cheese, canned pelati tomatoes (cooked), pizza/flatbread base, mushrooms, red wine, parsley, garlic cloves (halved), salt                                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,vitamin_c     ,alkaline_diet dash_diet low_fat_diet                                                                                                                                                    ,1,0,0
296,meal_id279 ,mixed beans salad                                                             ,salad       ,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander                                                                                                                                                                                                                                                                                                                                                                                    ",veg     ,fiber         ,alkaline_diet low_fat_diet omni_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet dash_diet type_a_diet                                                             ,1,1,1
297,meal_id271 ,californian breakfast benedict                                                ,sauce       ,"brioche loaf, avocado paste, eggs, tomato, spinach, nutmeg powder, phyllo pastry sheet, assorted seasonal fruits, hollandaise sauce                                                                                                                                                                                                                                                                                                                                                                                                                                   ",veg     ,protien       ,high_protien_diet                                                                                                                                                                       ,0,0,1
298,meal_id280 ,baked raw banana samosa                                                       ,samosa      ,"onion, ginger, curry powder, fresh coriander, green chilli, raw banana paste, refined oil, mustard seeds, phyllo sheets, salt                                                                                                                                                                                                                                                                                                                                                                                                                                         ",veg     ,chloride      ,alkaline_diet low_fat_diet ketogenic_diet low_sodium_diet vegan_diet high_fiber_diet high_protien_diet                                                                                  ,1,1,1
299,meal_id281 ,coconut mango oatmeal with cinnamon hint                                      ,mango       ,"coconut (tender), coconut milk, oats, ripe mango (diced), castor sugar, dry fruits, honey, cardamom powder                                                                                                                                                                                                                                                                                                                                                                                                                                                            ",veg     ,selenium      ,low_fat_diet paleo_diet ketogenic_diet gluten_free_diet vegan_diet high_fiber_diet high_protien_diet dash_diet                                                                          ,1,0,1
300,meal_id282 ,fruit cube salad                                                              ,salad       ,"watermelon, cantaloupe, kiwifruiit, pineapple, marshmallow, mint leaf (crushed nuts, sesame seeds or cinnamon)                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",veg     ,fiber         ,low_fat_diet ketogenic_diet low_sodium_diet high_fiber_diet high_protien_diet                                                                                                           ,1,1,1
301,meal_id283 ,veg hakka noodles                                                             ,sauce       ,"noodles, salt, oil, garlic paste, ginger paste, beans, cabbage, carrot, spring onion, capsicum, soy sauce, green chilli sauce, tomato sauce                                                                                                                                                                                                                                                                                                                                                                                                                           ",veg     ,iron          ,vegan_diet low_fat_diet high_fiber_diet ketogenic_diet                                                                                                                                  ,1,0,0
302,meal_id285 ,spinach &amp; banana pancakes                                                 ,pancakes    ,"Rolled Oats, Milk, Spinach, Banana, Egg, Cinnamon Powder, Vanilla Extract, Baking Powder                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",veg     ,vitamin_c     ,alkaline_diet ketogenic_diet vegan_diet high_fiber_diet dash_diet type_a_diet                                                                                                           ,0,0,1
303,meal_id288 ,deviled scotch egg                                                            ,egg         ,"Minced lamb, rosemary, thyme, eggs (hard boiled and peeled), flour, eggs (lightly beaten), panko, peanut oil, salt, pepper, mayonnaise, apple cider vinegar, English mustard, salt, pepper, paprika and olives powder                                                                                                                                                                                                                                                                                                                                                 ",non-veg ,vitamin_a     ,low_sodium_diet high_protien_diet low_fat_diet ketogenic_diet                                                                                                                           ,1,0,1
304,meal_id289 ,amritsari fish                                                                ,fish        ,"with curry, ginger and garlic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ",non-veg ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,1,1,1
305,meal_id296 ,tandoori fish tikka                                                           ,tikka       ,n lime and ginger and cooked over an open fire.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,non-veg ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_protien_diet dash_diet low_carb_diet                                                                                          ,1,1,1
306,meal_id299 ,kolim / jawla                                                                 ,fish        ,dried fish named kolim or jawla found in coastal maharashtra with onion and spices. usually eaten with bhakri or chapati                                                                                                                                                                                                                                                                                                                                                                                                                                                ,veg     ,vitamin_a     ,alkaline_diet low_fat_diet ketogenic_diet vegan_diet high_fiber_diet hormone_diet high_protien_diet dash_diet                                                                           ,1,1,0
